,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
117,117,117,117,0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.6666666666666666,0.9310830756754167,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,14.055555555555555,24,18150.0
118,118,118,118,1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6.837837837837838,41,5572.0
119,119,119,119,1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.1969927362242305,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,10.541666666666666,30,7957.0
120,120,120,120,1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.2916666666666667,-1.2788418059126767,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,8.161290322580646,38,6229.0
121,121,121,121,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.2916666666666667,-1.1969927362242305,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,8.161290322580646,38,6692.0
122,122,122,122,1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.2916666666666667,-1.1969927362242305,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,8.161290322580646,38,7609.0
123,123,123,123,-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.3583333333333331,2.486215399755926,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,10.541666666666666,30,8921.0
124,124,124,124,3,122,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.5,-1.442539945289572,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,13.31578947368421,24,12764.0
125,125,125,125,3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.6666666666666666,-1.442539945289572,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,13.31578947368421,27,22018.0
126,126,126,126,3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,14.882352941176473,25,32528.0
127,127,127,127,3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,14.882352941176473,25,34028.0
128,128,128,128,3,122,porsche,gas,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.3916666666666669,-0.869596457470437,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,14.882352941176473,25,37028.0
129,129,129,129,1,122,porsche,gas,std,two,hatchback,rwd,front,98.4,0.8443056222969726,1.0,-1.3197663407569011,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750.0,14.882352941176473,28,
130,130,130,130,0,122,renault,gas,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.5166666666666669,0.6036867969216262,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,,11.0,31,9295.0
131,131,131,131,2,122,renault,gas,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.5249999999999998,-1.3197663407569011,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,,11.0,31,9895.0
132,132,132,132,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,12.047619047619047,28,11850.0
133,133,133,133,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,12.047619047619047,28,12170.0
134,134,134,134,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,12.047619047619047,28,15040.0
135,135,135,135,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,12.047619047619047,28,15510.0
136,136,136,136,3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,13.31578947368421,26,18150.0
137,137,137,137,2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.5166666666666669,0.9720076105196412,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,13.31578947368421,26,18620.0
138,138,138,138,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.25833333333333347,-0.010181225741733229,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,8.161290322580646,36,5118.0
139,139,139,139,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.27500000000000036,-0.010181225741733229,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.73076923076923,31,7053.0
140,140,140,140,2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.2916666666666667,0.808309471142746,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.73076923076923,31,7603.0
141,141,141,141,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.90625,37,7126.0
142,142,142,142,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,9.035714285714286,33,7775.0
143,143,143,143,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.4250000000000007,-0.501275643872422,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.73076923076923,32,9960.0
144,144,144,144,0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.4250000000000007,0.23536598332360822,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.541666666666666,25,9233.0
145,145,145,145,0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.4250000000000007,0.23536598332360822,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.541666666666666,29,11259.0
146,146,146,146,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.4250000000000007,-0.2966529696513021,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.035714285714286,32,7463.0
147,147,147,147,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.4250000000000007,-0.2966529696513021,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,10.12,31,10198.0
148,148,148,148,0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.4250000000000007,0.4809131923889526,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,11.0,29,8013.0
149,149,149,149,0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.4250000000000007,0.4809131923889526,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11.0,23,11694.0
150,150,150,150,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.228571428571429,39,5348.0
151,151,151,151,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.161290322580646,38,6338.0
152,152,152,152,1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.27500000000000036,0.3172150530120573,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.161290322580646,38,6488.0
153,153,153,153,0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.161290322580646,37,6918.0
154,154,154,154,0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,9.37037037037037,32,7898.0
155,155,155,155,0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.27500000000000036,2.19974365584636,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,9.37037037037037,32,8778.0
156,156,156,156,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.433333333333334,37,6938.0
157,157,157,157,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.433333333333334,37,7198.0
158,158,158,158,0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7.4411764705882355,36,7898.0
159,159,159,159,0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.657894736842105,47,7788.0
160,160,160,160,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.2966529696513021,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.657894736842105,47,7738.0
161,161,161,161,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,9.035714285714286,34,8358.0
162,162,162,162,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.3416666666666674,-0.3785020393397512,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,9.035714285714286,34,9258.0
163,163,163,163,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.724137931034482,34,8058.0
164,164,164,164,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.724137931034482,34,8238.0
165,165,165,165,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.73076923076923,29,9298.0
166,166,166,166,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.30833333333333357,-0.46035110902819737,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.73076923076923,29,9538.0
167,167,167,167,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,8449.0
168,168,168,168,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,9639.0
169,169,169,169,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,9989.0
170,170,170,170,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,11199.0
171,171,171,171,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.7058983180935418,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,11549.0
172,172,172,172,2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.44166666666666643,-0.2966529696513021,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,10.541666666666666,30,17669.0
173,173,173,173,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.724137931034482,34,8948.0
174,174,174,174,-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,8.433333333333334,33,10698.0
175,175,175,175,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.07166784394671295,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9.37037037037037,32,9988.0
176,176,176,176,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.4809131923889526,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9.37037037037037,32,10898.0
177,177,177,177,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.5166666666666669,0.07166784394671295,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9.37037037037037,32,11248.0
178,178,178,178,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6166666666666671,-0.7058983180935418,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.65,24,16558.0
179,179,179,179,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6166666666666671,-0.7058983180935418,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,13.31578947368421,24,15998.0
180,180,180,180,-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.5166666666666669,0.15351691363516204,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,12.65,24,15690.0
181,181,181,181,-1,122,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.5166666666666669,0.15351691363516204,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,13.31578947368421,24,15750.0
182,182,182,182,2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.837837837837838,46,7775.0
183,183,183,183,2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,9.37037037037037,34,7975.0
184,184,184,184,2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.837837837837838,46,7995.0
185,185,185,185,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,9.37037037037037,34,8195.0
186,186,186,186,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,9.37037037037037,34,8495.0
187,187,187,187,2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.837837837837838,42,9495.0
188,188,188,188,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.43333333333333357,0.808309471142746,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.73076923076923,32,9995.0
189,189,189,189,3,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.32500000000000046,0.7673849362985214,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,10.541666666666666,29,11595.0
190,190,190,190,3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.30833333333333357,-0.9514455271588861,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,10.541666666666666,29,9980.0
191,191,191,191,0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.5500000000000007,0.5627622620774017,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,13.31578947368421,24,13295.0
192,192,192,192,0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.5500000000000007,0.5627622620774017,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.666666666666667,38,13845.0
193,193,193,193,0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.5500000000000007,0.5627622620774017,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,10.12,31,12290.0
194,194,194,194,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,11.0,28,12940.0
195,195,195,195,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,11.0,28,13415.0
196,196,196,196,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.541666666666666,28,15985.0
197,197,197,197,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.541666666666666,28,16515.0
198,198,198,198,-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.0129321453638658,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,14.882352941176473,22,18420.0
199,199,199,199,-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5750000000000005,1.5449510983387762,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,14.882352941176473,22,18950.0
200,200,200,200,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,11.0,28,16845.0
201,201,201,201,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7083333333333334,0.7264604014542969,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,13.31578947368421,25,19045.0
202,202,202,202,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,14.055555555555555,23,21485.0
203,203,203,203,-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.73076923076923,27,22470.0
204,204,204,204,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7166666666666673,0.7264604014542969,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,13.31578947368421,25,22625.0
