,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
109,109,109,109,112,112,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361524043,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,9.035714285714286,33,16900.0,low,1,0,0,1
110,110,110,110,113,113,0,122,peugot,four,wagon,rwd,front,114.2,0.9557904853435848,0.6923076923076928,1.1983441361524043,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,13.31578947368421,24,16695.0,low,0,1,1,0
111,111,111,111,114,114,0,122,peugot,four,wagon,rwd,front,114.2,0.9557904853435848,0.6923076923076928,2.0153969562563154,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,10.12,25,17075.0,low,1,0,0,1
112,112,112,112,115,115,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361524043,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,13.31578947368421,24,16630.0,low,0,1,1,0
113,113,113,113,116,116,0,161,peugot,four,sedan,rwd,front,107.9,0.897164824603556,0.6923076923076928,1.1983441361524043,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,9.035714285714286,33,17950.0,low,1,0,0,1
114,114,114,114,117,117,0,161,peugot,four,sedan,rwd,front,108.0,0.897164824603556,0.6837606837606836,0.9123756491160344,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,14.055555555555555,24,18150.0,Medium,0,1,0,1
115,115,115,115,118,118,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.2119616831541355,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6.837837837837838,41,5572.0,low,0,1,1,0
116,116,116,116,119,119,1,119,plymouth,two,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.2119616831541355,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,10.541666666666666,30,7957.0,low,0,1,0,1
117,117,117,117,120,120,1,154,plymouth,four,hatchback,fwd,front,93.7,0.7558865929841423,0.2991452991452991,-1.293666965164525,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,8.161290322580646,38,6229.0,low,0,1,1,0
118,118,118,118,121,121,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2991452991452991,-1.2119616831541355,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,8.161290322580646,38,6692.0,low,0,1,1,0
119,119,119,119,122,122,1,154,plymouth,four,sedan,fwd,front,93.7,0.8039404132628545,0.2991452991452991,-1.2119616831541355,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,8.161290322580646,38,7609.0,low,0,1,1,0
120,120,120,120,123,123,-1,74,plymouth,four,wagon,fwd,front,103.3,0.8390197020663143,0.3675213675213672,2.464776007313464,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,10.541666666666666,30,8921.0,low,0,1,1,0
121,121,121,121,124,124,3,122,plymouth,two,hatchback,rwd,front,95.9,0.8322921672272945,0.5128205128205127,-1.4570775291853064,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,13.31578947368421,24,12764.0,Medium,0,1,0,1
122,122,122,122,125,125,3,186,porsche,two,hatchback,rwd,front,94.5,0.8116290245074483,0.6837606837606836,-1.4570775291853064,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,13.31578947368421,27,22018.0,Medium,0,1,1,0
123,123,123,123,126,126,3,122,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.4017094017094018,-0.8851405551125693,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,14.882352941176473,25,32528.0,High,0,1,1,0
124,124,124,124,127,127,3,122,porsche,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.4017094017094018,-0.8851405551125693,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,14.882352941176473,25,34028.0,High,0,1,1,0
125,125,125,125,128,128,3,122,porsche,two,convertible,rwd,rear,89.5,0.8116290245074483,0.4017094017094018,-0.8851405551125693,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,14.882352941176473,25,37028.0,High,0,1,1,0
126,126,126,126,130,130,0,122,renault,four,wagon,fwd,front,96.1,0.8721768380586257,0.52991452991453,0.5855545210744711,2579,ohc,four,132,mpfi,3.46,3.9,8.7,103,,11.0,31,9295.0,low,0,1,1,0
127,127,127,127,131,131,2,122,renault,two,hatchback,fwd,front,96.1,0.849591542527631,0.5384615384615381,-1.334519606169721,2460,ohc,four,132,mpfi,3.46,3.9,8.7,103,,11.0,31,9895.0,low,0,1,1,0
128,128,128,128,132,132,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,12.047619047619047,28,11850.0,low,0,1,1,0
129,129,129,129,133,133,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,12.047619047619047,28,12170.0,low,0,1,1,0
130,130,130,130,134,134,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,12.047619047619047,28,15040.0,low,0,1,1,0
131,131,131,131,135,135,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,12.047619047619047,28,15510.0,low,0,1,1,0
132,132,132,132,136,136,3,150,saab,two,hatchback,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,13.31578947368421,26,18150.0,Medium,0,1,0,1
133,133,133,133,137,137,2,104,saab,four,sedan,fwd,front,99.1,0.8966842864007688,0.52991452991453,0.9532282901212306,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,13.31578947368421,26,18620.0,Medium,0,1,0,1
134,134,134,134,138,138,2,83,subaru,two,hatchback,fwd,front,93.7,0.7539644401729938,0.264957264957265,-0.0272350940034621,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,8.161290322580646,36,5118.0,low,0,1,1,0
135,135,135,135,139,139,2,83,subaru,two,hatchback,fwd,front,93.7,0.758769822200865,0.2820512820512823,-0.0272350940034621,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.73076923076923,31,7053.0,low,0,1,1,0
136,136,136,136,140,140,2,83,subaru,two,hatchback,4wd,front,93.3,0.7558865929841423,0.2991452991452991,0.7898177261004489,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.73076923076923,31,7603.0,low,0,1,1,0
137,137,137,137,141,141,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.51746678606581,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,7.90625,37,7126.0,low,0,1,1,0
138,138,138,138,142,142,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.51746678606581,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,9.035714285714286,33,7775.0,low,0,1,1,0
139,139,139,139,143,143,0,102,subaru,four,sedan,fwd,front,97.2,0.8265257087938491,0.4358974358974365,-0.51746678606581,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.73076923076923,32,9960.0,low,0,1,1,0
140,140,140,140,144,144,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4358974358974365,0.2178807520277088,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,10.541666666666666,25,9233.0,low,0,1,1,0
141,141,141,141,145,145,0,102,subaru,four,sedan,4wd,front,97.0,0.8265257087938491,0.4358974358974365,0.2178807520277088,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,10.541666666666666,29,11259.0,low,0,1,0,1
142,142,142,142,146,146,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4358974358974365,-0.3132035810398322,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,9.035714285714286,32,7463.0,low,0,1,1,0
143,143,143,143,147,147,0,89,subaru,four,wagon,fwd,front,97.0,0.8337337818356559,0.4358974358974365,-0.3132035810398322,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,10.12,31,10198.0,low,0,1,1,0
144,144,144,144,148,148,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4358974358974365,0.4629965980588827,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,11.0,29,8013.0,low,0,1,1,0
145,145,145,145,149,149,0,85,subaru,four,wagon,4wd,front,96.9,0.8342143200384431,0.4358974358974365,0.4629965980588827,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,11.0,23,11694.0,low,0,1,0,1
146,146,146,146,150,150,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.2995860340381011,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.228571428571429,39,5348.0,low,0,1,1,0
147,147,147,147,151,151,1,87,toyota,two,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.2995860340381011,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.161290322580646,38,6338.0,low,0,1,1,0
148,148,148,148,152,152,1,74,toyota,four,hatchback,fwd,front,95.7,0.762614127823162,0.2820512820512823,0.2995860340381011,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.161290322580646,38,6488.0,low,0,1,1,0
149,149,149,149,153,153,0,77,toyota,four,wagon,fwd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277097,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.161290322580646,37,6918.0,low,0,1,1,0
150,150,150,150,154,154,0,81,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277097,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,9.37037037037037,32,7898.0,low,0,1,1,0
151,151,151,151,155,155,0,91,toyota,four,wagon,4wd,front,95.7,0.8154733301297453,0.2820512820512823,2.178807520277097,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,9.37037037037037,32,8778.0,low,0,1,1,0
152,152,152,152,156,156,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3132035810398322,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.433333333333334,37,6938.0,low,0,1,1,0
153,153,153,153,157,157,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3949088630502244,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.433333333333334,37,7198.0,low,0,1,1,0
154,154,154,154,158,158,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3132035810398322,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,7.4411764705882355,36,7898.0,low,1,0,1,0
155,155,155,155,159,159,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3949088630502244,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.657894736842105,47,7788.0,low,1,0,1,0
156,156,156,156,160,160,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3132035810398322,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,6.657894736842105,47,7738.0,low,0,1,1,0
157,157,157,157,161,161,0,91,toyota,four,hatchback,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3949088630502244,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,9.035714285714286,34,8358.0,low,0,1,1,0
158,158,158,158,162,162,0,91,toyota,four,sedan,fwd,front,95.7,0.7991350312349833,0.350427350427351,-0.3949088630502244,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,9.035714285714286,34,9258.0,low,0,1,1,0
159,159,159,159,163,163,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.4766141450606138,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.724137931034482,34,8058.0,low,0,1,1,0
160,160,160,160,164,164,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.4766141450606138,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.724137931034482,34,8238.0,low,0,1,1,0
161,161,161,161,165,165,1,168,toyota,two,sedan,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.4766141450606138,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.73076923076923,29,9298.0,low,0,1,1,0
162,162,162,162,166,166,1,168,toyota,two,hatchback,rwd,front,94.5,0.810667948101874,0.3162393162393164,-0.4766141450606138,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.73076923076923,29,9538.0,low,0,1,1,0
163,163,163,163,167,167,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.7217299910917877,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,8449.0,low,0,1,1,0
164,164,164,164,168,168,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.7217299910917877,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,9639.0,low,0,1,1,0
165,165,165,165,169,169,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.7217299910917877,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,9989.0,low,0,1,1,0
166,166,166,166,170,170,2,134,toyota,two,hardtop,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.7217299910917877,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,11199.0,low,0,1,1,0
167,167,167,167,171,171,2,134,toyota,two,hatchback,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.7217299910917877,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,11549.0,low,0,1,1,0
168,168,168,168,172,172,2,134,toyota,two,convertible,rwd,front,98.4,0.8467083133109082,0.4529914529914526,-0.3132035810398322,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,10.541666666666666,30,17669.0,low,0,1,1,0
169,169,169,169,173,173,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.4629965980588827,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.724137931034482,34,8948.0,low,0,1,1,0
170,170,170,170,174,174,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.4629965980588827,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,8.433333333333334,33,10698.0,low,1,0,0,1
171,171,171,171,175,175,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.0544701880069272,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,9.37037037037037,32,9988.0,low,0,1,1,0
172,172,172,172,176,176,-1,65,toyota,four,sedan,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.4629965980588827,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,9.37037037037037,32,10898.0,low,0,1,1,0
173,173,173,173,177,177,-1,65,toyota,four,hatchback,fwd,front,102.4,0.8438250840941854,0.52991452991453,0.0544701880069272,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,9.37037037037037,32,11248.0,low,0,1,1,0
174,174,174,174,178,178,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6324786324786328,-0.7217299910917877,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,12.65,24,16558.0,Medium,0,1,1,0
175,175,175,175,179,179,3,197,toyota,two,hatchback,rwd,front,102.9,0.8817876021143681,0.6324786324786328,-0.7217299910917877,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,13.31578947368421,24,15998.0,Medium,0,1,1,0
176,176,176,176,180,180,-1,90,toyota,four,sedan,rwd,front,104.5,0.9024507448342144,0.52991452991453,0.1361754700173194,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,12.65,24,15690.0,Medium,0,1,1,0
177,177,177,177,181,181,-1,122,toyota,four,wagon,rwd,front,104.5,0.9024507448342144,0.52991452991453,0.1361754700173194,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,13.31578947368421,24,15750.0,Medium,0,1,1,0
178,178,178,178,182,182,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.837837837837838,46,7775.0,low,1,0,1,0
179,179,179,179,183,183,2,122,volkswagen,two,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,9.37037037037037,34,7975.0,low,0,1,1,0
180,180,180,180,184,184,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.837837837837838,46,7995.0,low,1,0,1,0
181,181,181,181,185,185,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,9.37037037037037,34,8195.0,low,0,1,1,0
182,182,182,182,186,186,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,9.37037037037037,34,8495.0,low,0,1,1,0
183,183,183,183,187,187,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,6.837837837837838,42,9495.0,low,1,0,0,1
184,184,184,184,188,188,2,94,volkswagen,four,sedan,fwd,front,97.3,0.8250840941854877,0.4444444444444446,0.7898177261004489,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,9.73076923076923,32,9995.0,low,0,1,1,0
185,185,185,185,189,189,3,122,volkswagen,two,convertible,fwd,front,94.5,0.7654973570398848,0.3333333333333337,0.7489650850952527,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,10.541666666666666,29,11595.0,low,0,1,1,0
186,186,186,186,190,190,3,256,volkswagen,two,hatchback,fwd,front,94.5,0.7962518020182604,0.3162393162393164,-0.9668458371229616,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,10.541666666666666,29,9980.0,low,0,1,1,0
187,187,187,187,191,191,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5641025641025647,0.544701880069275,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,13.31578947368421,24,13295.0,low,0,1,1,0
188,188,188,188,192,192,0,122,volkswagen,four,sedan,fwd,front,100.4,0.865929841422393,0.5641025641025647,0.544701880069275,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,7.666666666666667,38,13845.0,low,1,0,0,1
189,189,189,189,193,193,0,122,volkswagen,four,wagon,fwd,front,100.4,0.8798654493032196,0.5641025641025647,0.544701880069275,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,10.12,31,12290.0,low,0,1,1,0
190,190,190,190,194,194,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264268,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,11.0,28,12940.0,low,0,1,1,0
191,191,191,191,195,195,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939677,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,11.0,28,13415.0,low,0,1,1,0
192,192,192,192,196,196,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264268,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.541666666666666,28,15985.0,low,0,1,1,0
193,193,193,193,197,197,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939677,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.541666666666666,28,16515.0,low,0,1,1,0
194,194,194,194,198,198,-2,103,volvo,four,sedan,rwd,front,104.3,0.9072561268620856,0.5897435897435901,0.9940809311264268,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,14.882352941176473,22,18420.0,Medium,0,1,0,1
195,195,195,195,199,199,-1,74,volvo,four,wagon,rwd,front,104.3,0.9072561268620856,0.5897435897435901,1.5251652641939677,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,14.882352941176473,22,18950.0,Medium,0,1,0,1
196,196,196,196,200,200,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.7081124440900566,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,11.0,28,16845.0,low,0,1,1,0
197,197,197,197,201,201,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7264957264957264,0.7081124440900566,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,13.31578947368421,25,19045.0,Medium,0,1,0,1
198,198,198,198,202,202,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.7081124440900566,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,14.055555555555555,23,21485.0,Medium,0,1,1,0
199,199,199,199,203,203,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.7081124440900566,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,9.73076923076923,27,22470.0,low,1,0,0,1
200,200,200,200,204,204,-1,95,volvo,four,sedan,rwd,front,109.1,0.9072561268620856,0.7350427350427355,0.7081124440900566,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,13.31578947368421,25,22625.0,low,0,1,0,1
